text,tokens,token_count,label,pid
คนเม็กซิกันชอบมีครอบครัวใหญ่ แต่พวกเขาไม่สามารถจัดการกับชีวิตได้,["คน"; "เม็กซิกัน"; "ชอบ"; "มีครอบครัว"; "ใหญ่"; " "; "แต่"; "พวกเขา"; "ไม่"; "สามารถ"; "จัดการ"; "กับ"; "ชีวิต"; "ได้"],14,1,75960
ให้ปากกับผู้ยี่สิบห้าคนของฉัน,["ให้"; "ปาก"; "กับ"; "ผู้"; "ยี่"; "สิบห้า"; "คน"; "ของ"; "ฉัน"],9,0,75960
ดาปยก้า อัลมวบระน์ต,["ดา"; "ปยก้า"; " "; "อัลมวบระน์ต"],4,0,75960
คนเม็กซิโกที่ไม่สวยงาม พวกเขาคือตัวแทนของการไม่มีคุณค่าในสังคมไทย,["คน"; "เม็กซิโก"; "ที่"; "ไม่"; "สวยงาม"; " "; "พวกเขา"; "คือ"; "ตัวแทน"; "ของ"; "การ"; "ไม่"; "มีคุณค่า"; "ใน"; "สังคม"; "ไทย"],16,1,75960
รัสเซียวัคซีนโครนาไวรัสผลกระทบต่ออินเดียอะไรบอกได้?,["รัสเซีย"; "วัคซีน"; "โครนา"; "ไวรัส"; "ผลกระทบ"; "ต่อ"; "อินเดีย"; "อะไร"; "บอก"; "ได้"; "?"],11,0,75960
เราไม่ควรเลือกปฏิบัติหรือสังเกตเห็นอย่างไม่ยุติธรรม,["เรา"; "ไม่"; "ควร"; "เลือก"; "ปฏิบัติ"; "หรือ"; "สังเกตเห็น"; "อย่าง"; "ไม่"; "ยุติธรรม"],10,0,75960
พวกมุสลิมแค่ทำให้เราดูถูกและเหมารวม,["พวก"; "มุสลิม"; "แค่"; "ทำให้"; "เรา"; "ดูถูก"; "และ"; "เหมา"; "รวม"],9,1,75960
คนเม็กซิโกดูเหมือนจะมีปัญหาเรื่องการทำงานหนัก,["คน"; "เม็กซิโก"; "ดูเหมือน"; "จะ"; "มีปัญหา"; "เรื่อง"; "การ"; "ทำงานหนัก"],8,1,75960
กดหนังหัวไหล่ให้ฉันลิ้นช่ายขณะฉีดมือเข้าไปในคนที่สวยใหญ่และนุ่มนวล,["กด"; "หนัง"; "หัวไหล่"; "ให้"; "ฉัน"; "ลิ้น"; "ช่าย"; "ขณะ"; "ฉีด"; "มือ"; "เข้าไป"; "ใน"; "คน"; "ที่"; "สวย"; "ใหญ่"; "และ"; "นุ่มนวล"],18,1,75960
มีคนบอกว่า mental_dis เป็นโรค แต่ฉันบอกว่าเป็นชีวิต,["มี"; "คน"; "บอ"; "กว่า"; " "; "mental"; "_dis"; " "; "เป็นโรค"; " "; "แต่"; "ฉัน"; "บอ"; "กว่า"; "เป็น"; "ชีวิต"],16,1,75960
การเปลี่ยนความเจ็บปวดของคุณให้เป็นแรงบันดาลใจสำหรับผู้อื่นที่ชื่นชมในตนเองเป็นอย่างดี ฉันหวังว่าคุณจะยังคงพบความสุขใน femininity :),["การ"; "เปลี่ยน"; "ความเจ็บปวด"; "ของ"; "คุณ"; "ให้"; "เป็น"; "แรงบันดาลใจ"; "สำหรับ"; "ผู้อื่น"; "ที่"; "ชื่นชม"; "ใน"; "ตนเอง"; "เป็น"; "อย่าง"; "ดี"; " "; "ฉัน"; "หวัง"; "ว่า"; "คุณ"; "จะ"; "ยังคง"; "พบ"; "ความสุข"; "ใน"; " "; "femininity"; " "; ":)"],31,0,75960
ผู้หญิงมุสลิมในงานปาร์ตี้เหลือบประมาณกันมาก,["ผู้หญิง"; "มุสลิม"; "ใน"; "งาน"; "ปาร์ตี้"; "เหลือบ"; "ประมาณ"; "กัน"; "มาก"],9,1,75960
การตระหนักถึงความต้องการของตนเองสามารถช่วยให้เรามีความสมดุลในชีวิต,["การ"; "ตระหนักถึง"; "ความต้องการ"; "ของ"; "ตนเอง"; "สามารถ"; "ช่วย"; "ให้"; "เรา"; "มี"; "ความ"; "สมดุล"; "ใน"; "ชีวิต"],14,0,75960
"นักชนชั้นล่างชาวมุสลิมที่เป็นคนเดียวไม่ควรเข้าร่วมการเลือกตั้งพื้นที่รural พวกเขาไม่ควรมีสิทธิ์เลือกตั้ง",["\""; "นัก"; "ชนชั้นล่าง"; "ชาวมุสลิม"; "ที่"; "เป็น"; "คนเดียว"; "ไม่"; "ควร"; "เข้าร่วม"; "การเลือกตั้ง"; "พื้นที่"; "ร"; "ural"; " "; "พวกเขา"; "ไม่"; "ควร"; "มีสิทธิ์"; "เลือกตั้ง"; "\""],21,1,75960
ความพิการไม่ใช่คำที่มีกลิ่น,["ความ"; "พิการ"; "ไม่"; "ใช่"; "คำ"; "ที่"; "มี"; "กลิ่น"],8,0,75960
ไม่ต้องกลัวที่จะพูดออกมา เราสามารถแบ่งปันความรู้สึกและหาวิธีแก้ไขได้ด้วยกัน,["ไม่ต้อง"; "กลัว"; "ที่จะ"; "พูด"; "ออกมา"; " "; "เรา"; "สามารถ"; "แบ่งปัน"; "ความรู้สึก"; "และ"; "หา"; "วิธี"; "แก้ไข"; "ได้"; "ด้วยกัน"],16,0,75960
คนอเมริกันเชื้อสายลาตินมีส่วนช่วยให้เรามีปัญหาในการเข้าใจภาษาไทย,["คน"; "อเมริกัน"; "เชื้อสาย"; "ลาติน"; "มีส่วนช่วย"; "ให้"; "เรา"; "มีปัญหา"; "ใน"; "การ"; "เข้าใจ"; "ภาษาไทย"],12,1,75960
ราคาทองคำปัจจุบัน: ส่งผลกระทบต่อการลอยตัวของทองคำเพิ่มขึ้นหลังจากที่มีการลอยตัวลงอย่างมาก via GoldPrice Gold,["ราคา"; "ทองคำ"; "ปัจจุบัน"; ":"; " "; "ส่ง"; "ผลกระทบ"; "ต่อ"; "การลอยตัว"; "ของ"; "ทองคำ"; "เพิ่มขึ้น"; "หลังจากที่"; "มี"; "การลอยตัว"; "ลง"; "อย่าง"; "มาก"; " "; "via"; " "; "GoldPrice"; " "; "Gold"],24,0,75960
ผู้ที่มีส่วนเชื่อมโยงกับชุมชนผิวดำในประเทศไทยควรเคารพและสนับสนุนการทำงานของพวกเขา,["ผู้"; "ที่"; "มีส่วน"; "เชื่อมโยง"; "กับ"; "ชุมชน"; "ผิวดำ"; "ในประเทศ"; "ไทย"; "ควร"; "เคารพ"; "และ"; "สนับสนุน"; "การทำงาน"; "ของ"; "พวกเขา"],16,0,75960
ฉันรักขนาดของตา ฉันมีรูปร่างเหมือนน้ำมะพร้าวเล็กๆ นี่เป็นเรื่องน่ารักมาก ฉันเป็นแฟนของการเรียนรู้เกี่ยวกับ,["ฉัน"; "รัก"; "ขนาด"; "ของ"; "ตา"; " "; "ฉัน"; "มี"; "รูปร่าง"; "เหมือน"; "น้ำ"; "มะพร้าว"; "เล็ก"; "ๆ"; " "; "นี่"; "เป็นเรื่อง"; "น่ารัก"; "มาก"; " "; "ฉัน"; "เป็น"; "แฟน"; "ของ"; "การเรียนรู้"; "เกี่ยวกับ"],26,0,75960
โอกาสในการนำทางควรเปิดให้กับผู้ที่แสดงคุณสมบัติผู้นำที่โดดเด่น ความสามารถ และคุณธรรม ไม่ว่าจะมาจากครอบครัวของพวกเขา การแนวทางนี้สร้างระบบที่มีฐานะและรวมถึงทุกคน โดยทุกคนจะได้โอกาสเท่าเทียมกันในการประสบความสำเร็จ,["โอกาส"; "ใน"; "การนำทาง"; "ควร"; "เปิด"; "ให้"; "กับ"; "ผู้"; "ที่"; "แสดง"; "คุณสมบัติ"; "ผู้นำ"; "ที่"; "โดดเด่น"; " "; "ความสามารถ"; " "; "และ"; "คุณธรรม"; " "; "ไม่"; "ว่า"; "จะ"; "มาจาก"; "ครอบครัว"; "ของ"; "พวกเขา"; " "; "การ"; "แนวทาง"; "นี้"; "สร้าง"; "ระบบ"; "ที่"; "มี"; "ฐานะ"; "และ"; "รวมถึง"; "ทุกคน"; " "; "โดย"; "ทุกคน"; "จะ"; "ได้โอกาส"; "เท่าเทียมกัน"; "ใน"; "การ"; "ประสบความสำเร็จ"],48,0,75960
บางมุสลิมเลือกที่จะหลีกเลี่ยงเครื่องดื่มแอลกอฮอล์และกิจกรรมที่พวกเขาคิดว่าอาจมีผลกระทบลบเนื่องจากความเชื่อของพวกเขา ในขณะที่ผู้อื่นไม่ทำเช่นนั้น การเคารพต่อการตัดสินใจแต่ละคนและเข้าใจว่ามุมมองหลากหลายมีอยู่ภายในชุมชนมุสลิม,["บาง"; "มุสลิม"; "เลือก"; "ที่จะ"; "หลีกเลี่ยง"; "เครื่องดื่ม"; "แอลกอฮอล์"; "และ"; "กิจกรรม"; "ที่"; "พวกเขา"; "คิด"; "ว่า"; "อาจ"; "มีผลกระทบ"; "ลบ"; "เนื่องจาก"; "ความเชื่อ"; "ของ"; "พวกเขา"; " "; "ในขณะที่"; "ผู้อื่น"; "ไม่"; "ทำ"; "เช่นนั้น"; " "; "การ"; "เคารพ"; "ต่อ"; "การตัดสินใจ"; "แต่ละคน"; "และ"; "เข้าใจ"; "ว่า"; "มุมมอง"; "หลากหลาย"; "มี"; "อยู่"; "ภายใน"; "ชุมชน"; "มุสลิม"],42,0,75960
เฮฮึ แกร่งแค่ไหน ชาวยิวดีใจว่าคนไทยถูกยิง,["เฮ"; "ฮึ"; " "; "แกร่ง"; "แค่"; "ไหน"; " "; "ชาว"; "ยิว"; "ดีใจ"; "ว่า"; "คนไทย"; "ถูก"; "ยิง"],14,1,75960
ครอบครัวที่ดีๆ ผ่านทางการบริจาคของฉันที่ศูนย์สนับสนุนมหาวิทยาลัย ฉันเห็นได้ว่าการยอมรับในผลงานที่ดีของตัวเองสามารถเปลี่ยนแปลงความคิดเกี่ยวกับการตกอยู่ในภาวะซึมเศร้าได้อย่างลึกซึ้ง นอกจากนี้ยังเป็นที่ทราบกันดีว่า การช่วยเหลือผู้อื่นจะทำให้ความเข้มแข็งทางจิตใจของบุคคลที่มีความเสี่ยงเพิ่มขึ้น,["ครอบครัว"; "ที่"; "ดี"; "ๆ"; " "; "ผ่าน"; "ทางการ"; "บริจาค"; "ของ"; "ฉัน"; "ที่"; "ศูนย์"; "สนับสนุน"; "มหาวิทยาลัย"; " "; "ฉัน"; "เห็น"; "ได้"; "ว่าการ"; "ยอมรับ"; "ใน"; "ผลงาน"; "ที่"; "ดี"; "ของ"; "ตัวเอง"; "สามารถ"; "เปลี่ยนแปลง"; "ความคิด"; "เกี่ยวกับ"; "การ"; "ตก"; "อยู่"; "ใน"; "ภาวะ"; "ซึมเศร้า"; "ได้"; "อย่าง"; "ลึกซึ้ง"; " "; "นอกจากนี้"; "ยัง"; "เป็นที่"; "ทราบ"; "กัน"; "ดี"; "ว่า"; " "; "การ"; "ช่วยเหลือ"; "ผู้อื่น"; "จะ"; "ทำให้"; "ความเข้มแข็ง"; "ทางจิตใจ"; "ของ"; "บุคคล"; "ที่"; "มี"; "ความเสี่ยง"; "เพิ่มขึ้น"],61,0,75960
ในความเป็นจริงแล้ว พวกเขาเป็นพลเมืองที่มีแรงงานหนักซึ่งมีความเคารพต่อกฎหมายและช่วยเหลือเศรษฐกิจและสังคมอย่างเต็มที่,["ในความเป็นจริง"; "แล้ว"; " "; "พวกเขา"; "เป็น"; "พลเมือง"; "ที่"; "มี"; "แรง"; "งานหนัก"; "ซึ่ง"; "มี"; "ความเคารพ"; "ต่อ"; "กฎหมาย"; "และ"; "ช่วยเหลือ"; "เศรษฐกิจ"; "และ"; "สังคม"; "อย่าง"; "เต็มที่"],22,0,75960
การอภิปรายเกี่ยวกับประเพณียิวช่วยให้เราเข้าใจแตกต่าง,["การ"; "อภิปราย"; "เกี่ยวกับ"; "ประเพณี"; "ยิว"; "ช่วย"; "ให้"; "เรา"; "เข้าใจ"; "แตกต่าง"],10,0,75960
สาวๆ ทุกคนไม่จำเป็นต้องรู้สึกว่าต้องทำอะไรอย่างสมบูรณ์แบบเสมอ,["สาว"; "ๆ"; " "; "ทุกคน"; "ไม่"; "จำเป็นต้อง"; "รู้สึก"; "ว่า"; "ต้อง"; "ทำ"; "อะไร"; "อย่าง"; "สมบูรณ์แบบ"; "เสมอ"],14,0,75960
ชาวมุสลิมที่เข้าร่วมชุมชนเริ่มต้นใหม่,["ชาวมุสลิม"; "ที่"; "เข้าร่วม"; "ชุมชน"; "เริ่มต้น"; "ใหม่"],6,0,75960
ดป้าน อิตยกลับม์ดี่, เน้า อิตยกลับม์ดี่เน้า อิตยกลับม์ดี่เน,["ด"; "ป้าน"; " "; "อิตยกลับม์ดี่"; ";"; " "; "เน้า"; " "; "อิตยกลับม์ดี่เน้า"; " "; "อิตยกลับม์ดี่เน"],11,0,75960
พวกมันเป็นตัวแทนของความเสื่อมโทรมทางสังคม,["พวก"; "มัน"; "เป็นตัวแทน"; "ของ"; "ความเสื่อมโทรม"; "ทางสังคม"],6,1,75960
เมื่อครั้งบางครั้งจะมากระทบกระเทือน แต่แล้วก็จำได้คำพูดของเพื่อนๆ ที่บอกว่าฉันเปลี่ยนแปลงชีวิตพวกเขาไปเลย มันเป็นเหมือนแสงสว่างที่อยู่ข้างหน้า,["เมื่อ"; "ครั้ง"; "บางครั้ง"; "จะ"; "มา"; "กระทบกระเทือน"; " "; "แต่"; "แล้วก็"; "จำได้"; "คำพูด"; "ของ"; "เพื่อน"; "ๆ"; " "; "ที่"; "บอ"; "กว่า"; "ฉัน"; "เปลี่ยนแปลง"; "ชีวิต"; "พวกเขา"; "ไป"; "เลย"; " "; "มัน"; "เป็น"; "เหมือน"; "แสงสว่าง"; "ที่อยู่"; "ข้างหน้า"],31,0,75960
คนเอเชียมีความฉลาดและเงียบๆ แต่จะมีจำนวนเล็กน้อยที่กำลังโกรธต่อคนเอเชียคนอื่นๆ,["คนเอเชีย"; "มี"; "ความ"; "ฉลาด"; "และ"; "เงียบๆ"; " "; "แต่"; "จะ"; "มี"; "จำนวน"; "เล็กน้อย"; "ที่"; "กำลัง"; "โกรธ"; "ต่อ"; "คนเอเชีย"; "คนอื่นๆ"],18,1,75960
เมื่อนายหญิงบอกไม่ แปลว่าอาจเป็นได้ เมื่อนายหญิงบอกอาจเป็น แปลว่าใช่ เมื่อนายหญิงบอกใช่ แปลว่าไม่,["เมื่อ"; "นาย"; "หญิง"; "บอก"; "ไม่"; " "; "แปล"; "ว่า"; "อาจ"; "เป็นได้"; " "; "เมื่อ"; "นาย"; "หญิง"; "บอก"; "อาจ"; "เป็น"; " "; "แปล"; "ว่า"; "ใช่"; " "; "เมื่อ"; "นาย"; "หญิง"; "บอก"; "ใช่"; " "; "แปล"; "ว่า"; "ไม่"],31,1,75960
บุคคลนี้ชื่อว่า Sarrazin! เขาได้กล่าวถึงสถานการณ์ภัยพิบัติในปัจจุบันของเมืองใหญ่ในเยอรมนีในหนังสือของเขาในปี 2010!,["บุคคล"; "นี้"; "ชื่อว่า"; " "; "Sarrazin"; "!"; " "; "เขา"; "ได้"; "กล่าวถึง"; "สถานการณ์"; "ภัยพิบัติ"; "ใน"; "ปัจจุบัน"; "ของ"; "เมือง"; "ใหญ่"; "ใน"; "เยอรมนี"; "ใน"; "หนังสือ"; "ของ"; "เขา"; "ใน"; "ปี"; " "; "2010"; "!"],28,0,75960
ถ้าประเทศนี้ไม่มีเป็นปากีสถาน เราจะเป็นคนภักดีต่อชาตินะ ถ้าเราคือคนภักดีต่อชาติแล้ว ปากีสถานก็จะไม่ได้อยู่แล้ว,["ถ้า"; "ประเทศ"; "นี้"; "ไม่"; "มี"; "เป็น"; "ปากีสถาน"; " "; "เรา"; "จะ"; "เป็น"; "คน"; "ภักดี"; "ต่อ"; "ชาติ"; "นะ"; " "; "ถ้า"; "เรา"; "คือ"; "คน"; "ภักดี"; "ต่อ"; "ชาติ"; "แล้ว"; " "; "ปากีสถาน"; "ก็"; "จะ"; "ไม่"; "ได้"; "อยู่แล้ว"],32,1,75960
เราไม่ใช่เชื้อชาติขี้เกียจ เรากำลังบอกตามความจริงเท่านั้น,["เรา"; "ไม่"; "ใช่"; "เชื้อชาติ"; "ขี้เกียจ"; " "; "เรา"; "กำลัง"; "บอก"; "ตาม"; "ความจริง"; "เท่านั้น"],12,1,75960
ถ้าความคิดเกิดขึ้นมากเกินไป ฉันจะเขียนมันลงไปแล้วความคิดเหล่านั้นก็จะสูญเสียพลังเหนือฉัน ฉันเป็นมากกว่าช่วงเวลาที่ไม่ดีของฉัน ฉันเติบโตขึ้นทุกวัน,["ถ้า"; "ความคิด"; "เกิดขึ้น"; "มากเกินไป"; " "; "ฉัน"; "จะ"; "เขียน"; "มัน"; "ลง"; "ไป"; "แล้ว"; "ความคิด"; "เหล่านั้น"; "ก็"; "จะ"; "สูญเสีย"; "พลัง"; "เหนือ"; "ฉัน"; " "; "ฉัน"; "เป็น"; "มากกว่า"; "ช่วงเวลา"; "ที่"; "ไม่"; "ดี"; "ของ"; "ฉัน"; " "; "ฉัน"; "เติบโต"; "ขึ้น"; "ทุกวัน"],35,0,75960
ประเทศนี้สำหรับคนหนุ่มสาวเป็นเรื่องที่ต้องห่วงใยมากที่สุดคือการหาเงิน และรัฐบาลกำลังพูดไปมาเพื่อเบี่ยงเบนความสนใจของประชาชนทั้งหมด,["ประเทศ"; "นี้"; "สำหรับ"; "คนหนุ่มสาว"; "เป็นเรื่อง"; "ที่"; "ต้อง"; "ห่วงใย"; "มาก"; "ที่สุด"; "คือ"; "การ"; "หาเงิน"; " "; "และ"; "รัฐบาล"; "กำลัง"; "พูด"; "ไปมา"; "เพื่อ"; "เบี่ยงเบน"; "ความสนใจ"; "ของ"; "ประชาชน"; "ทั้งหมด"],25,1,75960
ไม่ต้องลืมว่าความหลากหลายทางวัฒนธรรมเป็นเรื่องที่ทำให้ประเทศสเปนใหญ่ และถ้าไม่มีเธอ เราจะต้องยิ่งหนักกว่านี้มากขึ้น,["ไม่ต้อง"; "ลืม"; "ว่า"; "ความหลากหลาย"; "ทางวัฒนธรรม"; "เป็นเรื่อง"; "ที่"; "ทำให้"; "ประเทศ"; "สเปน"; "ใหญ่"; " "; "และ"; "ถ้า"; "ไม่"; "มี"; "เธอ"; " "; "เรา"; "จะ"; "ต้อง"; "ยิ่ง"; "หนัก"; "กว่า"; "นี้"; "มากขึ้น"],26,0,75960
คนแอฟริกันไม่ใช่คนดี พวกเขาไม่มีความรับผิดชอบ,["คน"; "แอฟริกัน"; "ไม่"; "ใช่"; "คนดี"; " "; "พวกเขา"; "ไม่"; "มี"; "ความรับผิดชอบ"],10,1,75960
ความคิดฆ่าตัวตายเป็นเมฆที่ผ่านไปก่อนจิตวิญญาณแท้ของฉัน,["ความคิด"; "ฆ่าตัวตาย"; "เป็น"; "เมฆ"; "ที่"; "ผ่าน"; "ไป"; "ก่อน"; "จิตวิญญาณ"; "แท้"; "ของ"; "ฉัน"],12,0,75960
บริการด้านสุขภาพจิตควรเป็นไปได้ทั้งสำหรับทุกคน ไม่ว่าจะมีความสามารถในการชำระเงินหรือไม่,["บริการ"; "ด้าน"; "สุขภาพจิต"; "ควร"; "เป็นไปได้"; "ทั้ง"; "สำหรับ"; "ทุกคน"; " "; "ไม่"; "ว่า"; "จะ"; "มี"; "ความสามารถ"; "ใน"; "การ"; "ชำระเงิน"; "หรือไม่"],18,0,75960
น้องสาวเป็นคนโหดเหี้ยมสามคู่เหมือนแม่ของเธอ ซึ่งชอบที่จะจับสามคนไม่ทราบตัวมาในคุกก่อนที่จะยอมรับว่าพ่อของเธอคือผู้หญิงหนึ่งคน,["น้องสาว"; "เป็น"; "คน"; "โหดเหี้ยม"; "สาม"; "คู่"; "เหมือน"; "แม่"; "ของ"; "เธอ"; " "; "ซึ่ง"; "ชอบ"; "ที่จะ"; "จับ"; "สาม"; "คน"; "ไม่"; "ทราบ"; "ตัว"; "มา"; "ใน"; "คุก"; "ก่อนที่จะ"; "ยอมรับ"; "ว่า"; "พ่อ"; "ของ"; "เธอ"; "คือ"; "ผู้หญิง"; "หนึ่ง"; "คน"],33,1,75960
ผ่านการประเมินตัวเอง ฉันพบว่าอารมณ์ของฉันเปลี่ยนแปลงอย่างมากเมื่อฉันอยู่ในพื้นที่สังคม การมีคนอื่นอยู่ด้วยจะทำให้ความรู้สึกโดดเด่นของฉันยิ่งเข้มข้นขึ้น ทำให้เกิดความขัดแย้งภายในระหว่างความต้องการเชื่อมโยงกับแนวโน้มที่จะถอยหลัง,["ผ่าน"; "การประเมิน"; "ตัวเอง"; " "; "ฉัน"; "พบ"; "ว่า"; "อารมณ์"; "ของ"; "ฉัน"; "เปลี่ยนแปลง"; "อย่าง"; "มาก"; "เมื่อ"; "ฉัน"; "อยู่"; "ใน"; "พื้นที่"; "สังคม"; " "; "การ"; "มี"; "คนอื่น"; "อยู่"; "ด้วย"; "จะ"; "ทำให้"; "ความรู้สึก"; "โดดเด่น"; "ของ"; "ฉัน"; "ยิ่ง"; "เข้มข้น"; "ขึ้น"; " "; "ทำให้เกิด"; "ความขัดแย้ง"; "ภายใน"; "ระหว่าง"; "ความต้องการ"; "เชื่อมโยง"; "กับ"; "แนวโน้ม"; "ที่จะ"; "ถอยหลัง"],45,0,75960
เริ่มสวมหญิงตั้งแต่อายุ 13 ปี เป็นส่วนหนึ่งของการตัดสินใจส่วนตัวและประเพณีที่ฉันทำ และฉันก็เป็นหนึ่งในผู้หญิงในโรงเรียนของฉันที่เลือกสวมมัน และฉันรู้สึกมั่นใจและมีความสบายใจในการทำเช่นนี้.,["เริ่ม"; "สวม"; "หญิง"; "ตั้งแต่"; "อายุ"; " "; "13"; " "; "ปี"; " "; "เป็น"; "ส่วนหนึ่ง"; "ของ"; "การตัดสินใจ"; "ส่วนตัว"; "และ"; "ประเพณี"; "ที่"; "ฉัน"; "ทำ"; " "; "และ"; "ฉัน"; "ก็"; "เป็นหนึ่ง"; "ใน"; "ผู้หญิง"; "ใน"; "โรงเรียน"; "ของ"; "ฉัน"; "ที่"; "เลือก"; "สวม"; "มัน"; " "; "และ"; "ฉัน"; "รู้สึก"; "มั่นใจ"; "และ"; "มี"; "ความสบายใจ"; "ใน"; "การ"; "ทำ"; "เช่นนี้"; "."],48,0,75960
บ้าଢ଼ม อัลยก์รัสเป้าวม คตียปล์,["บ้า"; "ଢ଼"; "ม"; " "; "อัลยก์"; "รัส"; "เป้า"; "วม"; " "; "ค"; "ตี"; "ยปล์"],12,0,75960
ผู้พิการจิตใจมีส่วนร่วมในความไม่สมบูรณ์ทางสังคม,["ผู้"; "พิการ"; "จิตใจ"; "มีส่วน"; "ร่วมใน"; "ความ"; "ไม่"; "สมบูรณ์"; "ทางสังคม"],9,1,75960
การพูดคุยอย่างมีความรับผิดชอบกับคนจีน,["การ"; "พูดคุย"; "อย่าง"; "มี"; "ความรับผิดชอบ"; "กับ"; "คนจีน"],7,0,75960
การเคารพและสนับสนุนคนทั่วไปเป็นสิ่งสำคัญสำหรับการสร้างสังคมที่ดีขึ้น,["การ"; "เคารพ"; "และ"; "สนับสนุน"; "คน"; "ทั่วไป"; "เป็น"; "สิ่ง"; "สำคัญ"; "สำหรับ"; "การ"; "สร้าง"; "สังคม"; "ที่"; "ดีขึ้น"],15,0,75960
และคุณอะไรรู้ไหม คนเมืองใหญ่โต้ คุณแน่ใจว่าคุณเป็นคนเล็กที่อยู่ในเรโคลตา,["และ"; "คุณ"; "อะไร"; "รู้"; "ไหม"; " "; "คนเมือง"; "ใหญ่"; "โต้"; " "; "คุณ"; "แน่ใจ"; "ว่า"; "คุณ"; "เป็น"; "คน"; "เล็ก"; "ที่อยู่"; "ใน"; "เร"; "โคล"; "ตา"],22,1,75960
ฉันไม่สนใจเรื่องความสัมพันธ์แบบนี้ ไม่มีความหมาย,["ฉัน"; "ไม่"; "สนใจ"; "เรื่อง"; "ความสัมพันธ์"; "แบบนี้"; " "; "ไม่"; "มีความหมาย"],9,1,75960
เปลี่ยนความเจ็บปวดให้เป็นความรู้, เหมือนAlchemy of Soul ที่เติบโต,["เปลี่ยน"; "ความเจ็บปวด"; "ให้"; "เป็น"; "ความรู้"; ";"; " "; "เหมือน"; "Alchemy"; " "; "of"; " "; "Soul"; " "; "ที่"; "เติบโต"],16,0,75960
ผู้ชายชาวเปรูคงไม่มีความซื่อสัตย์เลย,["ผู้ชาย"; "ชาว"; "เปรู"; "คง"; "ไม่"; "มี"; "ความซื่อสัตย์"; "เลย"],8,1,75960
ผู้หญิงหลายคนจากทีมแว่นเจ้าชายส่วนใหญ่เชื่อในศาสนาฮินดูในชีวิตจริง... ลอร์ดคริสเตียนรักพวกเขาอย่างทั้งหมด,["ผู้หญิง"; "หลาย"; "คน"; "จาก"; "ทีม"; "แว่น"; "เจ้าชาย"; "ส่วนใหญ่"; "เชื่อ"; "ใน"; "ศาสนา"; "ฮินดู"; "ใน"; "ชีวิตจริง"; "..."; " "; "ลอร์ด"; "คริสเตียน"; "รัก"; "พวกเขา"; "อย่าง"; "ทั้งหมด"],22,0,75960
และเรื่องของ RLP นั้น คุณได้เห็นแล้วหรือยัง คุณพูดภาษาหลายภาษา ดังนั้นจึงเป็นคนหลอกลวงเช่นนี้ เรียกด้วยชื่อ Heuchlerisch โดยมีเคารพอย่างสูง คุณเป็นคนหลอกลวงและเผาไหม้,["และ"; "เรื่อง"; "ของ"; " "; "RLP"; " "; "นั้น"; " "; "คุณ"; "ได้"; "เห็น"; "แล้ว"; "หรือยัง"; " "; "คุณ"; "พูด"; "ภาษา"; "หลาย"; "ภาษา"; " "; "ดังนั้น"; "จึง"; "เป็น"; "คน"; "หลอกลวง"; "เช่นนี้"; " "; "เรียก"; "ด้วย"; "ชื่อ"; " "; "Heuchlerisch"; " "; "โดย"; "มี"; "เคารพ"; "อย่าง"; "สูง"; " "; "คุณ"; "เป็น"; "คน"; "หลอกลวง"; "และ"; "เผาไหม้"],45,1,75960
วันๆ ฉันจะดูในกระจกและเห็นความล้มเหลวของฉัน น้ำหนักจากความผิดพลาดของฉันทำให้ฉันเสียแรง ฉันทำไมถึงไม่สามารถเป็นคนดีกว่านี้เหมือนกับทุกคน?,["วัน"; "ๆ"; " "; "ฉัน"; "จะ"; "ดู"; "ใน"; "กระจก"; "และ"; "เห็น"; "ความล้มเหลว"; "ของ"; "ฉัน"; " "; "น้ำหนัก"; "จาก"; "ความผิดพลาด"; "ของ"; "ฉัน"; "ทำให้"; "ฉัน"; "เสียแรง"; " "; "ฉัน"; "ทำไม"; "ถึง"; "ไม่"; "สามารถ"; "เป็น"; "คน"; "ดีกว่า"; "นี้"; "เหมือนกับ"; "ทุกคน"; "?"],35,0,75960
ในประเทศสหรัฐอเมริกา โรคจิตและโรคจิตเภทเป็นเรื่องที่น่าพบเห็นมากอย่างมาก โดยมีผลกระทบที่รุนแรงมาก 2011 สถิติจากสถาบันแห่งชาติจิตวิทยา,["ในประเทศ"; "สหรัฐอเมริกา"; " "; "โรคจิต"; "และ"; "โรคจิตเภท"; "เป็นเรื่อง"; "ที่"; "น่า"; "พบเห็น"; "มาก"; "อย่าง"; "มาก"; " "; "โดย"; "มีผลกระทบ"; "ที่"; "รุนแรง"; "มาก"; " "; "2011"; " "; "สถิติ"; "จาก"; "สถาบัน"; "แห่งชาติ"; "จิตวิทยา"],27,0,75960
